SGID	FeatureType	FeatureQualifier	FeatureName	common_name	parent_name	SGID2	chr	start	end
S000030196	CDS				YGR015C		7	522076	521090
S000003248	ORF	Uncharacterized	YGR016W		chromosome 7		7	522261	522833
S000031230	CDS				YGR016W		7	522261	522833
S000003249	ORF	Uncharacterized	YGR017W		chromosome 7		7	523787	524680
S000031323	CDS				YGR017W		7	523787	524680
S000003250	ORF	Uncharacterized	YGR018C		chromosome 7		7	524694	524365
S000031392	CDS				YGR018C		7	524694	524365
S000003251	ORF	Verified	YGR019W	UGA1	chromosome 7	L000002422	7	525229	526644
S000032468	CDS				YGR019W		7	525229	526644
S000003252	ORF	Verified	YGR020C	VMA7	chromosome 7	L000002462	7	527329	526973
S000032415	CDS				YGR020C		7	527329	526973
S000003253	ORF	Uncharacterized	YGR021W		chromosome 7		7	527632	528504
S000033286	CDS				YGR021W		7	527632	528504
S000003255	ORF	Verified	YGR023W	MTL1	chromosome 7	L000004649	7	529264	530919
S000034269	CDS				YGR023W		7	529264	530919
S000003254	ORF	Dubious	YGR022C		chromosome 7		7	529586	529257
S000033318	CDS				YGR022C		7	529586	529257
S000006532	tRNA_gene		tD(GUC)G1		chromosome 7	L000003826	7	531610	531681
S000036686	noncoding_exon				tD(GUC)G1		7	531610	531681
S000003256	ORF	Verified	YGR024C	THG1	chromosome 7		7	532596	531883
S000034310	CDS				YGR024C		7	532596	531883
S000003257	ORF	Uncharacterized	YGR025W		chromosome 7		7	532639	532941
S000034440	CDS				YGR025W		7	532639	532941
S000003258	ORF	Uncharacterized	YGR026W		chromosome 7		7	532985	533821
S000034561	CDS				YGR026W		7	532985	533821
S000003259	ORF	Verified	YGR027C	RPS25A	chromosome 7	L000003257	7	534458	534132
S000035521	CDS				YGR027C		7	534458	534132
S000122101	five_prime_UTR_intron				YGR027C		7	534785	534474
S000006965	long_terminal_repeat		YGRWdelta11		chromosome 7		7	535211	535542
S000006952	long_terminal_repeat		YGRCdelta12		chromosome 7		7	535759	535607
S000006966	long_terminal_repeat		YGRWdelta13		chromosome 7		7	535760	536097
S000006982	LTR_retrotransposon		YGRWTy1-1		chromosome 7		7	535760	541685
S000007405	transposable_element_gene		YGR027W-A		chromosome 7		7	536057	537379
S000036251	CDS				YGR027W-A		7	536057	537379
S000007406	transposable_element_gene		YGR027W-B		chromosome 7	S000029013	7	536057	541325
S000036253	CDS				YGR027W-B		7	536057	537361
S000036254	CDS				YGR027W-B		7	537363	541325
S000036255	plus_1_translational_frameshift				YGR027W-B		7	537362	537362
S000006967	long_terminal_repeat		YGRWdelta14		chromosome 7		7	541348	541685
S000006555	tRNA_gene		tE(UUC)G3		chromosome 7	L000003827	7	541850	541921
S000034674	noncoding_exon				tE(UUC)G3		7	541850	541921
S000003260	ORF	Verified	YGR028W	MSP1	chromosome 7	L000001200|L000002558	7	542203	543291
S000035635	CDS				YGR028W		7	542203	543291
S000003261	ORF	Verified	YGR029W	ERV1	chromosome 7	L000000583	7	543553	544205
S000035763	CDS				YGR029W		7	543553	543638
S000035764	CDS				YGR029W		7	543722	544205
S000035765	intron				YGR029W		7	543639	543721
S000006533	tRNA_gene		tD(GUC)G2		chromosome 7	L000003847	7	544648	544577
S000036692	noncoding_exon				tD(GUC)G2		7	544648	544577
S000006506	snoRNA_gene		snR46	SNR46	chromosome 7	L000003413	7	545370	545566
S000030619	noncoding_exon				snR46		7	545370	545566
S000003262	ORF	Verified	YGR030C	POP6	chromosome 7	L000004302	7	546157	545681
S000035582	CDS				YGR030C		7	546157	545681
S000003263	ORF	Verified	YGR031W	IMO32	chromosome 7		7	546441	547469
S000036524	CDS				YGR031W		7	546441	547469
S000028636	ORF	Verified	YGR031C-A	NAG1	chromosome 7		7	547300	546809
S000032392	CDS				YGR031C-A		7	547300	546809
S000003264	ORF	Verified	YGR032W	GSC2	chromosome 7	L000000716|L000000733	7	548264	553951
S000036645	CDS				YGR032W		7	548264	553951
S000003265	ORF	Verified	YGR033C	TIM21	chromosome 7		7	554967	554248
S000036681	CDS				YGR033C		7	554967	554248
S000003266	ORF	Verified	YGR034W	RPL26B	chromosome 7	L000004462	7	555812	556672
S000037472	CDS				YGR034W		7	555812	555830
S000037473	CDS				YGR034W		7	556308	556672
S000037474	intron				YGR034W		7	555831	556307
S000003267	ORF	Uncharacterized	YGR035C		chromosome 7		7	557422	557072
S000037516	CDS				YGR035C		7	557422	557072
S000028827	ORF	Uncharacterized	YGR035W-A		chromosome 7		7	557565	557786
S000033652	CDS				YGR035W-A		7	557565	557786
S000003268	ORF	Verified	YGR036C	CAX4	chromosome 7	L000002917	7	558868	558149
S000037649	CDS				YGR036C		7	558868	558149
S000003269	ORF	Verified	YGR037C	ACB1	chromosome 7	L000000016	7	559994	559731
S000030442	CDS				YGR037C		7	559994	559731
S000003270	ORF	Verified	YGR038W	ORM1	chromosome 7	L000003422	7	560682	561350
S000030632	CDS				YGR038W		7	560682	561350
S000006725	tRNA_gene		tS(AGA)G		chromosome 7	L000003846	7	561743	561662
S000032368	noncoding_exon				tS(AGA)G		7	561743	561662
S000006953	long_terminal_repeat		YGRCdelta15		chromosome 7		7	562176	561843
S000007408	transposable_element_gene		YGR038C-B		chromosome 7		7	567467	562199
S000031864	CDS				YGR038C-B		7	566161	562199
S000031863	CDS				YGR038C-B		7	567467	566163
S000031865	plus_1_translational_frameshift				YGR038C-B		7	566162	566162
S000007407	transposable_element_gene		YGR038C-A		chromosome 7		7	567467	566145
S000031828	CDS				YGR038C-A		7	567467	566145
S000006962	LTR_retrotransposon		YGRCTy1-2		chromosome 7		7	567760	561843
S000006954	long_terminal_repeat		YGRCdelta16		chromosome 7		7	567760	567427
S000118461	ARS		ARS721		chromosome 7		7	568490	568737
S000119026	ARS_consensus_sequence				ARS721		7	568660	568646
S000006955	long_terminal_repeat		YGRCdelta17		chromosome 7		7	569072	568740
S000118462	ARS		ARS722		chromosome 7		7	574622	574915
S000178102	ARS_consensus_sequence				ARS722		7	574701	574717
S000006964	LTR_retrotransposon		YGRCTy2-1		chromosome 7		7	574700	568740
S000006956	long_terminal_repeat		YGRCdelta18		chromosome 7		7	574700	574369
S000003271	ORF	Uncharacterized	YGR039W		chromosome 7		7	574888	575199
S000030717	CDS				YGR039W		7	574888	575199
S000003272	ORF	Verified	YGR040W	KSS1	chromosome 7	L000000922	7	575398	576504
S000031506	CDS				YGR040W		7	575398	576504
S000130166	ARS		ARS723		chromosome 7		7	575484	576346
S000003273	ORF	Verified	YGR041W	BUD9	chromosome 7	L000003939	7	577487	579130
S000031558	CDS				YGR041W		7	577487	579130
S000003274	ORF	Verified	YGR042W	MTE1	chromosome 7		7	579476	580291
S000032536	CDS				YGR042W		7	579476	580291
S000003275	ORF	Verified	YGR043C	NQM1	chromosome 7		7	581436	580435
S000032607	CDS				YGR043C		7	581436	580435
S000130167	ARS		ARS724		chromosome 7		7	581436	582213
S000003276	ORF	Verified	YGR044C	RME1	chromosome 7	L000001648	7	583892	582990
S000032718	CDS				YGR044C		7	583892	582990
S000003277	ORF	Uncharacterized	YGR045C		chromosome 7		7	584296	583934
S000032825	CDS				YGR045C		7	584296	583934
S000003278	ORF	Verified	YGR046W	TAM41	chromosome 7		7	584895	586052
S000033590	CDS				YGR046W		7	584895	586052
S000003279	ORF	Verified	YGR047C	TFC4	chromosome 7	L000001348|L000002288	7	589469	586392
S000033631	CDS				YGR047C		7	589469	586392
S000003280	ORF	Verified	YGR048W	UFD1	chromosome 7	L000002787	7	589826	590911
S000033814	CDS				YGR048W		7	589826	590911
S000003281	ORF	Verified	YGR049W	SCM4	chromosome 7	L000001814	7	591314	591877
S000034690	CDS				YGR049W		7	591314	591877
S000003282	ORF	Uncharacterized	YGR050C		chromosome 7		7	592442	592086
S000035714	CDS				YGR050C		7	592442	592086
S000003283	ORF	Dubious	YGR051C		chromosome 7		7	593229	592906
S000035801	CDS				YGR051C		7	593229	592906
S000003284	ORF	Uncharacterized	YGR052W	FMP48	chromosome 7		7	593596	594705
S000036785	CDS				YGR052W		7	593596	594705
S000003285	ORF	Uncharacterized	YGR053C		chromosome 7		7	595837	594986
S000036816	CDS				YGR053C		7	595837	594986
S000003286	ORF	Verified	YGR054W		chromosome 7		7	596693	598621
S000036916	CDS				YGR054W		7	596693	598621
S000003287	ORF	Verified	YGR055W	MUP1	chromosome 7	L000003071	7	599417	601141
S000036973	CDS				YGR055W		7	599417	601141
S000003288	ORF	Verified	YGR056W	RSC1	chromosome 7	L000004024	7	601661	604447
S000037741	CDS				YGR056W		7	601661	604447
S000003289	ORF	Verified	YGR057C	LST7	chromosome 7	L000004355	7	605501	604773
S000037768	CDS				YGR057C		7	605501	604773
S000003290	ORF	Verified	YGR058W	PEF1	chromosome 7		7	606136	607143
S000029835	CDS				YGR058W		7	606136	607143
S000003291	ORF	Verified	YGR059W	SPR3	chromosome 7	L000002022	7	607563	609101
S000030838	CDS				YGR059W		7	607563	609101
S000006440	snoRNA_gene		snR48	SNR48	chromosome 7	L000004518	7	609584	609696
S000030651	noncoding_exon				snR48		7	609584	609696
S000003292	ORF	Verified	YGR060W	ERG25	chromosome 7	L000003089	7	610564	611493
S000031788	CDS				YGR060W		7	610564	611493
S000003293	ORF	Verified	YGR061C	ADE6	chromosome 7	L000000036	7	615965	611889
S000031938	CDS				YGR061C		7	615965	611889
S000003294	ORF	Verified	YGR062C	COX18	chromosome 7	L000003308	7	617278	616328
S000032054	CDS				YGR062C		7	617278	616328
S000003296	ORF	Dubious	YGR064W		chromosome 7		7	617621	617989
S000033116	CDS				YGR064W		7	617621	617989
S000003295	ORF	Verified	YGR063C	SPT4	chromosome 7	L000002030	7	617824	617516
S000032968	CDS				YGR063C		7	617824	617516
S000003297	ORF	Verified	YGR065C	VHT1	chromosome 7	S000007487	7	619858	618077
S000033152	CDS				YGR065C		7	619858	618077
S000003298	ORF	Uncharacterized	YGR066C		chromosome 7		7	621799	620921
S000033915	CDS				YGR066C		7	621799	620921
S000003299	ORF	Uncharacterized	YGR067C		chromosome 7		7	624786	622372
S000034061	CDS				YGR067C		7	624786	622372
S000028637	ORF	Dubious	YGR068W-A		chromosome 7		7	626294	626389
S000032393	CDS				YGR068W-A		7	626294	626389
S000003301	ORF	Dubious	YGR069W		chromosome 7		7	627083	627418
S000035169	CDS				YGR069W		7	627083	627418
S000003300	ORF	Verified	YGR068C	ART5	chromosome 7		7	627084	625324
S000034144	CDS				YGR068C		7	627084	625324
S000003302	ORF	Verified	YGR070W	ROM1	chromosome 7	L000003181	7	627806	631273
S000036051	CDS				YGR070W		7	627806	631273
S000003303	ORF	Verified	YGR071C	ENV11	chromosome 7		7	634063	631481
S000036097	CDS				YGR071C		7	634063	631481
S000003304	ORF	Verified	YGR072W	UPF3	chromosome 7	L000003057|S000029549|L000002231	7	634304	635467
S000029860	CDS				YGR072W		7	634304	635467
S000003306	ORF	Verified	YGR074W	SMD1	chromosome 7	L000001928	7	635712	636152
S000031921	CDS				YGR074W		7	635712	636152
S000003305	ORF	Dubious	YGR073C		chromosome 7		7	635986	635615
S000031714	CDS				YGR073C		7	635986	635615
S000003307	ORF	Verified	YGR075C	PRP38	chromosome 7	L000001510	7	636875	636147
S000031968	CDS				YGR075C		7	636875	636147
S000003308	ORF	Verified	YGR076C	MRPL25	chromosome 7	L000002532	7	637577	637104
S000037456	CDS				YGR076C		7	637577	637104
S000003309	ORF	Verified	YGR077C	PEX8	chromosome 7	L000004222|L000003962	7	639513	637744
S000037552	CDS				YGR077C		7	639513	637744
S000003310	ORF	Verified	YGR078C	PAC10	chromosome 7	L000002864	7	640371	639772
S000037609	CDS				YGR078C		7	640371	639772
S000003311	ORF	Uncharacterized	YGR079W		chromosome 7		7	640720	641832
S000030491	CDS				YGR079W		7	640720	641832
S000003312	ORF	Verified	YGR080W	TWF1	chromosome 7	L000004372	7	642010	643008
S000037367	CDS				YGR080W		7	642010	643008
S000003313	ORF	Verified	YGR081C	SLX9	chromosome 7		7	643780	643148
S000037394	CDS				YGR081C		7	643780	643148
S000003314	ORF	Verified	YGR082W	TOM20	chromosome 7	L000001029	7	644044	644595
S000030069	CDS				YGR082W		7	644044	644595
S000003315	ORF	Verified	YGR083C	GCD2	chromosome 7	L000000671	7	646815	644860
S000030132	CDS				YGR083C		7	646815	644860
S000003316	ORF	Verified	YGR084C	MRP13	chromosome 7	L000001142|L000001157	7	648142	647123
S000030307	CDS				YGR084C		7	648142	647123
S000003317	ORF	Verified	YGR085C	RPL11B	chromosome 7	L000001730|L000001713	7	648907	648383
S000033620	CDS				YGR085C		7	648907	648383
S000003318	ORF	Verified	YGR086C	PIL1	chromosome 7		7	650617	649598
S000033727	CDS				YGR086C		7	650617	649598
S000003319	ORF	Verified	YGR087C	PDC6	chromosome 7	L000001357	7	652981	651290
S000033866	CDS				YGR087C		7	652981	651290
S000003320	ORF	Verified	YGR088W	CTT1	chromosome 7	L000000435	7	654634	656322
S000034811	CDS				YGR088W		7	654634	656322
S000003321	ORF	Verified	YGR089W	NNF2	chromosome 7		7	656960	659770
S000034943	CDS				YGR089W		7	656960	659770
S000118463	ARS		ARS727		chromosome 7		7	659907	660002
S000119027	ARS_consensus_sequence				ARS727		7	660000	659986
S000006749	tRNA_gene		tT(UGU)G1		chromosome 7	L000003828	7	661749	661820
S000030910	noncoding_exon				tT(UGU)G1		7	661749	661820
S000003322	ORF	Verified	YGR090W	UTP22	chromosome 7		7	662358	666071
S000033602	CDS				YGR090W		7	662358	666071
S000003323	ORF	Verified	YGR091W	PRP31	chromosome 7	L000002947	7	666341	667825
S000034543	CDS				YGR091W		7	666341	667825
S000003324	ORF	Verified	YGR092W	DBF2	chromosome 7	L000000487	7	668189	669907
S000034610	CDS				YGR092W		7	668189	669907
S000003325	ORF	Verified	YGR093W	DRN1	chromosome 7		7	670388	671911
S000034725	CDS				YGR093W		7	670388	671911
S000003326	ORF	Verified	YGR094W	VAS1	chromosome 7	L000002457	7	672186	675500
S000035718	CDS				YGR094W		7	672186	675500
S000003327	ORF	Verified	YGR095C	RRP46	chromosome 7	L000004579	7	676342	675671
S000035767	CDS				YGR095C		7	676342	675671
S000003328	ORF	Verified	YGR096W	TPC1	chromosome 7		7	676621	677565
S000035962	CDS				YGR096W		7	676621	677565
S000003329	ORF	Verified	YGR097W	ASK10	chromosome 7	L000002770	7	678695	682135
S000037821	CDS				YGR097W		7	678695	682135
S000003330	ORF	Verified	YGR098C	ESP1	chromosome 7	L000000584	7	687458	682566
S000037871	CDS				YGR098C		7	687458	682566
S000003331	ORF	Verified	YGR099W	TEL2	chromosome 7	L000002913	7	687899	689965
S000029946	CDS				YGR099W		7	687899	689965
S000003332	ORF	Verified	YGR100W	MDR1	chromosome 7	L000003270	7	690245	693097
S000035442	CDS				YGR100W		7	690245	693097
S000003333	ORF	Verified	YGR101W	PCP1	chromosome 7		7	693363	694403
S000035497	CDS				YGR101W		7	693363	694403
S000003334	ORF	Verified	YGR102C	GTF1	chromosome 7		7	695135	694584
S000035523	CDS				YGR102C		7	695135	694584
S000003335	ORF	Verified	YGR103W	NOP7	chromosome 7	S000007661	7	695417	697234
S000036462	CDS				YGR103W		7	695417	697234
S000003336	ORF	Verified	YGR104C	SRB5	chromosome 7	L000002052	7	698368	697445
S000036489	CDS				YGR104C		7	698368	697445
S000003337	ORF	Verified	YGR105W	VMA21	chromosome 7	L000002466	7	698599	698832
S000036647	CDS				YGR105W		7	698599	698832
S000003338	ORF	Verified	YGR106C	VOA1	chromosome 7		7	699786	698989
S000036683	CDS				YGR106C		7	699786	698989
S000006646	tRNA_gene		tL(GAG)G		chromosome 7	L000003829	7	700675	700756
S000031926	noncoding_exon				tL(GAG)G		7	700675	700756
S000006631	tRNA_gene		tK(UUU)G2		chromosome 7	L000003845	7	701048	700953
S000033693	intron				tK(UUU)G2		7	701011	700989
S000033692	noncoding_exon				tK(UUU)G2		7	700988	700953
S000033691	noncoding_exon				tK(UUU)G2		7	701048	701012
S000006968	long_terminal_repeat		YGRWdelta19		chromosome 7		7	701104	701350
S000003339	ORF	Dubious	YGR107W		chromosome 7		7	702667	703116
S000037476	CDS				YGR107W		7	702667	703116
S000003340	ORF	Verified	YGR108W	CLB1	chromosome 7	L000000349	7	703636	705051
S000037604	CDS				YGR108W		7	703636	705051
S000003341	ORF	Verified	YGR109C	CLB6	chromosome 7	L000000354	7	706501	705359
S000037653	CDS				YGR109C		7	706501	705359
S000006527	tRNA_gene		tC(GCA)G		chromosome 7	L000003844	7	707179	707108
S000035213	noncoding_exon				tC(GCA)G		7	707179	707108
S000006978	long_terminal_repeat		YGRWsigma4		chromosome 7		7	707195	707534
S000006984	LTR_retrotransposon		YGRWTy3-1		chromosome 7		7	707195	712545
S000007346	transposable_element_gene		YGR109W-A		chromosome 7		7	707610	708482
S000033102	CDS				YGR109W-A		7	707610	708482
S000007347	transposable_element_gene		YGR109W-B		chromosome 7		7	707610	712254
S000033103	CDS				YGR109W-B		7	707610	708459
S000033104	CDS				YGR109W-B		7	708461	712254
S000033105	plus_1_translational_frameshift				YGR109W-B		7	708460	708460
S000006979	long_terminal_repeat		YGRWsigma5		chromosome 7		7	712206	712545
S000006957	long_terminal_repeat		YGRCdelta20		chromosome 7		7	713384	713084
S000003342	ORF	Verified	YGR110W	CLD1	chromosome 7		7	713709	715046
S000030464	CDS				YGR110W		7	713709	715046
S000118464	ARS		ARS728		chromosome 7		7	715312	715377
S000119028	ARS_consensus_sequence				ARS728		7	715315	715329
S000003343	ORF	Uncharacterized	YGR111W		chromosome 7		7	715828	717030
S000031339	CDS				YGR111W		7	715828	717030
S000003344	ORF	Verified	YGR112W	SHY1	chromosome 7	L000004140	7	717358	718527
S000031421	CDS				YGR112W		7	717358	718527
S000003345	ORF	Verified	YGR113W	DAM1	chromosome 7	L000004420	7	718893	719924
S000031509	CDS				YGR113W		7	718893	719924
S000003348	ORF	Verified	YGR116W	SPT6	chromosome 7	L000002032	7	720409	724764
S000032690	CDS				YGR116W		7	720409	724764
S000003346	ORF	Dubious	YGR114C		chromosome 7		7	720654	720265
S000031522	CDS				YGR114C		7	720654	720265
S000003347	ORF	Dubious	YGR115C		chromosome 7		7	721151	720372
S000031629	CDS				YGR115C		7	721151	720372
S000003349	ORF	Uncharacterized	YGR117C		chromosome 7		7	726479	725049
S000032722	CDS				YGR117C		7	726479	725049
S000003350	ORF	Verified	YGR118W	RPS23A	chromosome 7	L000001764	7	726974	727730
S000033494	CDS				YGR118W		7	726974	727038
S000033495	CDS				YGR118W		7	727358	727730
S000033496	intron				YGR118W		7	727039	727357
S000003351	ORF	Verified	YGR119C	NUP57	chromosome 7	L000002619	7	729671	728046
S000033534	CDS				YGR119C		7	729671	728046
S000003352	ORF	Verified	YGR120C	COG2	chromosome 7	L000004877	7	730821	730033
S000034667	CDS				YGR120C		7	730821	730033
S000006670	tRNA_gene		tN(GUU)G		chromosome 7	L000003830	7	731137	731210
S000030710	noncoding_exon				tN(GUU)G		7	731137	731210
S000003353	ORF	Verified	YGR121C	MEP1	chromosome 7	L000001073	7	732927	731449
S000034743	CDS				YGR121C		7	732927	731449
S000028550	ORF	Uncharacterized	YGR121W-A		chromosome 7		7	733412	733627
S000031236	CDS				YGR121W-A		7	733412	733627
S000003354	ORF	Verified	YGR122W		chromosome 7		7	733935	735143
S000035706	CDS				YGR122W		7	733935	735143
S000006969	long_terminal_repeat		YGRWdelta21		chromosome 7		7	735542	735872
S000007240	ORF	Dubious	YGR122C-A		chromosome 7		7	735758	735630
S000032623	CDS				YGR122C-A		7	735758	735630
S000006980	long_terminal_repeat		YGRWsigma6		chromosome 7		7	735982	736322
S000006713	tRNA_gene		tR(UCU)G3		chromosome 7	L000003831	7	736340	736411
S000037332	noncoding_exon				tR(UCU)G3		7	736340	736411
S000003355	ORF	Verified	YGR123C	PPT1	chromosome 7	L000002624	7	738203	736662
S000035715	CDS				YGR123C		7	738203	736662
S000006604	tRNA_gene		tI(AAU)G		chromosome 7	L000003832	7	739122	739195
S000030407	noncoding_exon				tI(AAU)G		7	739122	739195
S000003356	ORF	Verified	YGR124W	ASN2	chromosome 7	L000003156	7	739944	741662
S000035868	CDS				YGR124W		7	739944	741662
S000003357	ORF	Uncharacterized	YGR125W		chromosome 7		7	742325	745435
S000036786	CDS				YGR125W		7	742325	745435
S000003358	ORF	Uncharacterized	YGR126W		chromosome 7		7	745835	746527
S000036861	CDS				YGR126W		7	745835	746527
S000003359	ORF	Uncharacterized	YGR127W		chromosome 7		7	746798	747736
S000036917	CDS				YGR127W		7	746798	747736
S000003360	ORF	Verified	YGR128C	UTP8	chromosome 7		7	750091	747950
S000036949	CDS				YGR128C		7	750091	747950
S000003361	ORF	Verified	YGR129W	SYF2	chromosome 7	L000004196	7	750400	751047
S000037743	CDS				YGR129W		7	750400	751047
S000003362	ORF	Verified	YGR130C		chromosome 7		7	753844	751394
S000030568	CDS				YGR130C		7	753844	751394
S000003363	ORF	Verified	YGR131W	FHN1	chromosome 7		7	754726	755250
S000030762	CDS				YGR131W		7	754726	755250
S000003364	ORF	Verified	YGR132C	PHB1	chromosome 7	L000001416|L000001415	7	756452	755589
S000030798	CDS				YGR132C		7	756452	755589
S000003365	ORF	Verified	YGR133W	PEX4	chromosome 7	L000001338	7	756896	757447
S000031790	CDS				YGR133W		7	756896	757447
S000003366	ORF	Verified	YGR134W	CAF130	chromosome 7		7	757770	761138
S000031982	CDS				YGR134W		7	757770	761138
S000003367	ORF	Verified	YGR135W	PRE9	chromosome 7	L000002701	7	761392	762168
S000032101	CDS				YGR135W		7	761392	762168
S000003368	ORF	Verified	YGR136W	LSB1	chromosome 7		7	762428	763153
S000033027	CDS				YGR136W		7	762428	763153
S000003369	ORF	Dubious	YGR137W		chromosome 7		7	762888	763262
S000033117	CDS				YGR137W		7	762888	763262
S000003370	ORF	Verified	YGR138C	TPO2	chromosome 7		7	765606	763762
S000033153	CDS				YGR138C		7	765606	763762
S000003371	ORF	Dubious	YGR139W		chromosome 7		7	765726	766064
S000034004	CDS				YGR139W		7	765726	766064
S000003372	ORF	Verified	YGR140W	CBF2	chromosome 7	L000000430|L000001238|L000000221	7	767429	770299
S000034959	CDS				YGR140W		7	767429	770299
S000003373	ORF	Verified	YGR141W	VPS62	chromosome 7		7	770569	771972
S000035068	CDS				YGR141W		7	770569	771972
S000003374	ORF	Verified	YGR142W	BTN2	chromosome 7		7	772454	773686
S000035175	CDS				YGR142W		7	772454	773686
S000006970	long_terminal_repeat		YGRWdelta22		chromosome 7		7	774040	774162
S000006512	tRNA_gene		tA(AGC)G		chromosome 7	L000003833	7	774349	774421
S000032279	noncoding_exon				tA(AGC)G		7	774349	774421
S000003375	ORF	Verified	YGR143W	SKN1	chromosome 7	L000001907	7	775193	777508
S000036052	CDS				YGR143W		7	775193	777508
S000118465	ARS		ARS729		chromosome 7		7	777966	778214
S000119029	ARS_consensus_sequence				ARS729		7	778014	778028
S000178103	ARS_consensus_sequence				ARS729		7	778196	778180
S000006971	long_terminal_repeat		YGRWdelta23		chromosome 7		7	778784	779112
S000006972	long_terminal_repeat		YGRWdelta24		chromosome 7		7	779116	779224
S000006958	long_terminal_repeat		YGRCdelta25		chromosome 7		7	779515	779225
S000006590	tRNA_gene		tG(UCC)G	SUF4	chromosome 7	L000002152|L000003834	7	779616	779687
S000037534	noncoding_exon				tG(UCC)G		7	779616	779687
S000003376	ORF	Verified	YGR144W	THI4	chromosome 7	L000001133|L000000585	7	780399	781379
S000036192	CDS				YGR144W		7	780399	781379
S000003377	ORF	Verified	YGR145W	ENP2	chromosome 7		7	781767	783890
S000029871	CDS				YGR145W		7	781767	783890
S000003378	ORF	Verified	YGR146C	ECL1	chromosome 7		7	784858	784223
S000031718	CDS				YGR146C		7	784858	784223
S000028638	ORF	Uncharacterized	YGR146C-A		chromosome 7		7	785437	785276
S000032394	CDS				YGR146C-A		7	785437	785276
S000003379	ORF	Verified	YGR147C	NAT2	chromosome 7	L000001233	7	786920	786054
S000031870	CDS				YGR147C		7	786920	786054
S000003380	ORF	Verified	YGR148C	RPL24B	chromosome 7	L000001725	7	787779	787312
S000031971	CDS				YGR148C		7	787779	787312
S000122102	five_prime_UTR_intron				YGR148C		7	788178	787787
S000003381	ORF	Verified	YGR149W	GPC1	chromosome 7		7	789031	790329
S000037495	CDS				YGR149W		7	789031	790329
S000003382	ORF	Verified	YGR150C	CCM1	chromosome 7		7	793053	790459
S000036478	CDS				YGR150C		7	793053	790459
S000006973	long_terminal_repeat		YGRWdelta26		chromosome 7		7	793237	793559
S000006523	tRNA_gene		tA(UGC)G		chromosome 7	L000003835	7	794417	794489
S000034874	noncoding_exon				tA(UGC)G		7	794417	794489
S000003383	ORF	Dubious	YGR151C		chromosome 7		7	794990	794655
S000037176	CDS				YGR151C		7	794990	794655
S000003384	ORF	Verified	YGR152C	RSR1	chromosome 7	L000001780	7	795492	794674
S000037247	CDS				YGR152C		7	795492	794674
S000003385	ORF	Uncharacterized	YGR153W		chromosome 7		7	796092	796745
S000037368	CDS				YGR153W		7	796092	796745
S000003386	ORF	Verified	YGR154C	GTO1	chromosome 7		7	797868	796798
S000037395	CDS				YGR154C		7	797868	796798
S000003387	ORF	Verified	YGR155W	CYS4	chromosome 7	L000001248|L000000471	7	798543	800066
S000030070	CDS				YGR155W		7	798543	800066
S000003388	ORF	Verified	YGR156W	PTI1	chromosome 7		7	800546	801823
S000030236	CDS				YGR156W		7	800546	801823
S000003389	ORF	Verified	YGR157W	CHO2	chromosome 7	L000000328	7	802440	805049
S000030380	CDS				YGR157W		7	802440	805049
S000003390	ORF	Verified	YGR158C	MTR3	chromosome 7	L000003982	7	806021	805269
S000033622	CDS				YGR158C		7	806021	805269
S000003392	ORF	Dubious	YGR160W		chromosome 7		7	807073	807684
S000033399	CDS				YGR160W		7	807073	807684
S000003391	ORF	Verified	YGR159C	NSR1	chromosome 7	L000001278	7	807656	806412
S000033736	CDS				YGR159C		7	807656	806412
S000003393	ORF	Uncharacterized	YGR161C	RTS3	chromosome 7		7	809420	808629
S000033431	CDS				YGR161C		7	809420	808629
S000029726	ORF	Uncharacterized	YGR161W-C		chromosome 7		7	810227	810505
S000036877	CDS				YGR161W-C		7	810227	810505
S000006974	long_terminal_repeat		YGRWdelta27		chromosome 7		7	811447	811778
S000006983	LTR_retrotransposon		YGRWTy2-2		chromosome 7		7	811447	817397
S000007369	transposable_element_gene		YGR161W-A		chromosome 7		7	811738	813054
S000030119	CDS				YGR161W-A		7	811738	813054
S000007370	transposable_element_gene		YGR161W-B		chromosome 7	S000029014	7	811738	817051
S000030122	CDS				YGR161W-B		7	811738	813030
S000030123	CDS				YGR161W-B		7	813032	817051
S000030124	plus_1_translational_frameshift				YGR161W-B		7	813031	813031
S000006975	long_terminal_repeat		YGRWdelta28		chromosome 7		7	817074	817397
S000006959	long_terminal_repeat		YGRCdelta29		chromosome 7		7	817724	817393
S000007368	transposable_element_gene		YGR161C-D		chromosome 7		7	823015	817747
S000036390	CDS				YGR161C-D		7	821709	817747
S000036389	CDS				YGR161C-D		7	823015	821711
S000036391	plus_1_translational_frameshift				YGR161C-D		7	821710	821710
S000007367	transposable_element_gene		YGR161C-C		chromosome 7		7	823015	821693
S000036388	CDS				YGR161C-C		7	823015	821693
S000006963	LTR_retrotransposon		YGRCTy1-3		chromosome 7		7	823306	817393
S000006960	long_terminal_repeat		YGRCdelta30		chromosome 7		7	823306	822975
S000006756	tRNA_gene		tV(AAC)G2		chromosome 7	L000003836	7	823482	823555
S000036904	noncoding_exon				tV(AAC)G2		7	823482	823555
S000003394	ORF	Verified	YGR162W	TIF4631	chromosome 7	L000002309	7	824059	826917
S000033543	CDS				YGR162W		7	824059	826917
